code,points,name,group,subgroup
82007B,10799,－單純性 Simple,第七節,頸部淋巴腺刮除術
82008B,23294,根治性甲狀腺切除術（含單側頸部淋巴腺切除術）,第七節,頸部淋巴腺刮除術
82009B,10430,"腎上腺切除術，單側 Adrenalectomy, unilateral",第七節,頸部淋巴腺刮除術
82010B,13609,－單側 unilateral,第七節,頸部淋巴腺刮除術
82011B,14400,－雙側 bilateral,第七節,頸部淋巴腺刮除術
82012C,6910,副甲狀腺再植術 Re-implant parathyroid gland,第七節,頸部淋巴腺刮除術
82013B,14518,副甲狀腺切除加上自體移植 Parathyroidectomy+au totransplantation,第七節,頸部淋巴腺刮除術
82014B,19623,腹腔鏡腎上腺切除 Laparoscopic Adrenalectomy,第七節,頸部淋巴腺刮除術
82015B,24434,單側甲狀腺全葉切除術及另一側次全甲狀腺切除術 One side total and another side subtotal thyroidectomy,第七節,腹腔鏡子宮附屬器部分或全部切除術
82016B,22648,雙側甲狀腺全葉切除術 Bilateral total thyroidectomy,第七節,腹腔鏡子宮附屬器部分或全部切除術
82017B,17870,再次副甲狀腺切除術 Parathyroidectomy re-exploration,第七節,頸部淋巴腺刮除術
82018B,30119,－亞全切除術 Subtotal 註： 1.適應症： (1)嚴重之腎性副甲狀腺機能亢進 (腎衰竭後併發之副甲狀腺機 能亢進而無法以藥物控制者)。 (2)原發性副甲狀腺機能亢進中病理變化為多顆副甲狀腺增生 者。 2.含一般材料費，得另加計百分之十六。,第七節,頸部淋巴腺刮除術
82019B,42153,－全切除術 Total,第七節,頸部淋巴腺刮除術
83001B,19562,腦微血管減壓術 Microvascular decompression 註： 1.限神經外科專科醫師施行。 2.一般材料費及特殊材料費，得另加計百分之一百零四。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,頸部淋巴腺刮除術
83002C,11966,－ 二節以內 ≦2 segments,第七節,頸部淋巴腺刮除術
83003C,17366,－ 超過二節 ＞2 segments 註： 1.83002C一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另 加計百分之八十二。 2.83003C一般材料費及單次使用鑽石鑽頭、氣動切割鑽頭，得另 加計百分之七十三。,第七節,頸部淋巴腺刮除術
83004B,13080,－ 單側 unilateral,第七節,頸部淋巴腺刮除術
83005B,16496,－ 雙側 bilateral,第七節,頸部淋巴腺刮除術
83006C,4325,－ 單側 unilateral,第七節,正中神經或尺神經腕部減壓術
83007C,8190,－ 雙側 bilateral,第七節,正中神經或尺神經腕部減壓術
83008C,6249,－ 單側 unilateral,第七節,側股皮下神經或後脛神經減壓術
83009C,9715,－ 雙側 bilateral,第七節,側股皮下神經或後脛神經減壓術
83010B,11257,腦組織活體切片 Brain biopsy 註：限神經外科專科醫師施行。,第七節,側股皮下神經或後脛神經減壓術
83011B,9848,－ 簡單骨折 simple fracture,第七節,凹陷性顱骨骨折之手術
83012B,12615,－ 開放骨折 open fracture,第七節,凹陷性顱骨骨折之手術
83013C,3786,"頭顱穿洞術（止血引流、穿刺檢查） Burr hole (trephination) for hemostasis, drainage or ventricular puncture 註： 1.如以顱骨穿孔術實施其他神經外科手術，按各該手術項目所訂 點數申報。 2.一般材料費及特殊材料費，得另加計百分之三百十四。 3.上開特殊材料為單一使用之拋棄式特殊材料。",第七節,凹陷性顱骨骨折之手術
83014C,2571,－每加一孔 one hole added,第七節,凹陷性顱骨骨折之手術
83015C,13662,顱骨切除術 Craniectomy 註： 1.包括異物移除(remove F.B) 或減壓(decompression) 或神經切斷 (neurotomy)。 2.一般材料費及單一使用之拋棄式特殊材料費，得另加計百分之 一百三十一。,第七節,凹陷性顱骨骨折之手術
83016B,11210,頭顱成形術 Cranioplasty 註： 1.限神經外科專科醫師施行。 2.一般材料費及特殊材料費，得另加計百分之一百四十八。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,凹陷性顱骨骨折之手術
83017B,32193,－腦瘤大小三公分以內 ≦3cm 註： 1.一般材料費及特殊材料費，得另加計百分之九十六。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,凹陷性顱骨骨折之手術
83018B,52106,－腦瘤大小介於三至六公分 3~6cm 註： 1.一般材料費及特殊材料費，得另加計百分之八十。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,凹陷性顱骨骨折之手術
83019B,56942,－腦瘤大小六公分以上 ＞6cm,第七節,凹陷性顱骨骨折之手術
83020B,19369,脊髓切斷術 Myelotomy 註：1.脊索切斷術(cordotomy) 比照申報。 2.限神經外科及骨科專科醫師施行。,第七節,凹陷性顱骨骨折之手術
83021B,14760,後根切斷術Posterior rhizotomy 註：限神經外科及骨科專科醫師施行。,第七節,凹陷性顱骨骨折之手術
83022C,31732,－ 頸椎 cervical,第七節,凹陷性顱骨骨折之手術
83023C,25293,－ 胸椎 thoracic,第七節,凹陷性顱骨骨折之手術
83024C,20550,－ 腰椎 lumbar 註：83024C一般材料費及單次使用切割附件，得另加計百分之六 十九。,第七節,凹陷性顱骨骨折之手術
83025C,7340,頸交感神經切除術Cervical sympathectomy 註：應用於手汗症治療時，禁止施行於未滿二十歲者。,第七節,凹陷性顱骨骨折之手術
83026C,17712,胸交感神經切除術 Dorsal sympathectomy 註：應用於手汗症治療時，禁止施行於未滿二十歲者。,第七節,凹陷性顱骨骨折之手術
83027C,14462,腰交感神經切除術 Lumbar sympathectomy 註：應用於手汗症治療時，禁止施行於未滿二十歲者。,第七節,凹陷性顱骨骨折之手術
83028C,4650,神經切斷術 Neurectomy,第七節,凹陷性顱骨骨折之手術
83029C,2944,註：每加一條one added。,第七節,凹陷性顱骨骨折之手術
83030B,9758,—肩、臀關節以上，包括臂神經叢，坐骨神經,第七節,凹陷性顱骨骨折之手術
83032B,19876,—肩、臀關節以上，包括臂神經叢，坐骨神經,第七節,凹陷性顱骨骨折之手術
83033B,30568,椎弓整形術 Lamino plasty,第七節,凹陷性顱骨骨折之手術
83034B,16072,—肩、臀關節以上，包括臂神經叢，坐骨神經,第七節,凹陷性顱骨骨折之手術
83035B,12333,顏面舌下神經吻合術 Facial hypoglossal nerve anastomosis 註：限神經外科專科醫師施行。,第七節,凹陷性顱骨骨折之手術
83036C,20921,硬腦膜外血腫清除術 Removal of epidural hematoma 註：一般材料費及單一使用之拋棄式特殊材料費，得另加計百分 之一百零四,第七節,凹陷性顱骨骨折之手術
83037C,20227,急性硬腦膜下血腫清除術 Removal of acute subdural hematoma 註： 1.限急診病人申報並不得加算急診加成。 2.一般材料費及單一使用之拋棄式特殊材料費，得另加計百分之 一百零六。,第七節,凹陷性顱骨骨折之手術
83038C,12530,慢性硬腦膜下血腫清除術 Removal of chronic subdural hematoma 註： 1.一般材料費及特殊材料費，得另加計百分之一百三十二。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,凹陷性顱骨骨折之手術
83039B,22904,腦內血腫清除術 Removal of intracerebral hematoma 註： 1.限神經外科專科醫師施行。 2.一般材料費及特殊材料費，得另加計百分之百。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,凹陷性顱骨骨折之手術
83040B,32601,"良性脊髓腫瘤切除術 Benign intraspinal tumor, excision 註：限神經外科及骨科專科醫師施行。",第七節,凹陷性顱骨骨折之手術
83041B,42643,"惡性脊髓腫瘤切除術 Malignant intraspinal tumor, excision 註：限神經外科及骨科專科醫師施行。",第七節,凹陷性顱骨骨折之手術
83047B,17315,腦膜或脊髓膜突出修補術 Repair of meningocele or encephalocele 註： 1.限神經外科及骨科專科醫師施行。 2.一般材料費及特殊材料費，得另加計百分之一百十。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,脊椎內脊髓內腫瘤切除術
83048C,4190,頭皮腫瘤 Scalp tumor 註： 1.包括頭皮縫合(suture of scalp) 2.一般頭皮縫合依第二部第二章第六節第一項創傷處置所訂點數 申報。,第七節,脊椎內脊髓內腫瘤切除術
83049B,13378,腦室腹腔分流手術 V-P shunt 註：限神經外科專科醫師施行。,第七節,脊椎內脊髓內腫瘤切除術
83050B,10447,水腫症腦室心房分流手術 V-A shunt 註：限神經外科專科醫師施行。,第七節,脊椎內脊髓內腫瘤切除術
83051B,10232,腦室體外引流 External ventricular drainage 註：限神經外科專科醫師施行。,第七節,脊椎內脊髓內腫瘤切除術
83052C,4525,歐氏貯囊置放手術 Omaya reservoir implantation 註：限神經外科專科醫師施行。,第七節,脊椎內脊髓內腫瘤切除術
83053B,9060,腰椎蜘蛛網膜下-腹腔分流手術 Lumbar-peritoneal shunt 註：限神經外科專科醫師施行。,第七節,脊椎內脊髓內腫瘤切除術
83054B,3139,腰椎腦脊髓液池體外引流 External lumbar cisternal drainage 註：限神經外科或麻醉專科醫師施行。,第七節,脊椎內脊髓內腫瘤切除術
83055B,10560,腦脊髓液分流管重置 Revision of CSF shunt 註： 1.限神經外科專科醫師施行。 2.已包含移除及再置之費用。,第七節,脊椎內脊髓內腫瘤切除術
83056B,49410,癲癇症腦葉切除術 Brain lobectomy for epilepsy 註：,第七節,脊椎內脊髓內腫瘤切除術
83057B,30571,經由蝶竇之腦下垂體瘤切除 Transsphenoidal removal of pituitary adenoma 註： 1.限神經外科專科醫師施行。 2.一般材料費及特殊材料費，得另加計百分之八十六。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,脊椎內脊髓內腫瘤切除術
83058B,7700,頸動脈栓塞術 Carotid embolization,第七節,脊椎內脊髓內腫瘤切除術
83059B,5935,－ 急性結紮 Acute ligation,第七節,脊椎內脊髓內腫瘤切除術
83063B,21751,顱內外血管吻合術 EC-IC by-pass 註： 1.限神經外科專科醫師施行。 2.一般材料費及特殊材料費，得另加計百分之九十九。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,脊椎內脊髓內腫瘤切除術
83072B,43200,－ 二節以內 ≦2 segments,第七節,脊椎腔內動靜脈畸型切除術
83073B,50400,－ 超過二節 ＞2 segments,第七節,脊椎腔內動靜脈畸型切除術
83074C,2764,－ 酒精阻斷 Alcohol block,第七節,脊椎腔內動靜脈畸型切除術
83075B,6552,－ 選擇性神經切除術Selective neurectomy,第七節,脊椎腔內動靜脈畸型切除術
83077B,10128,－ 簡單的縫合線顱骨咬除 Simple suturectomy,第七節,脊椎腔內動靜脈畸型切除術
83078B,10752,－ 顱骨分割法 Morcellation,第七節,脊椎腔內動靜脈畸型切除術
83079B,5360,高頻熱凝療法 Radiofrequency coagulation 1.申請人檢附資料應符合之要件： (1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術 後Image-guided、OP note、疼痛量表等相關資料，以佐證實 施之必要性。 (2)需為中重度、慢性疼痛且經藥物、復健治療等保守療法三個 月後未改善。 (3)單一部位首次實施前需至少施行一次影像輔助診斷性阻斷 (image-guided diagnostic block)，二週後倘症狀未緩解，才可 施行RF，需檢附影像副本以資佐證。 2.施行本項之適應症如下，並應由醫院申請事前審查：,第七節,脊椎腔內動靜脈畸型切除術
83080B,12042,顱內壓監視置入 ICP monitoring 註：限神經外科專科醫師施行。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83081B,18000,－ 切片 for biopsy,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83082B,18000,－ 抽吸 for aspiration,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83083B,25000,－ 放射同位素置放 for implantation of radio-isotope,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83084B,25000,－ 功能性失調 for functional disorder,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83085B,4308,經內視鏡胸交感神經切斷術 Transendoscopic dorsal sympathectomy 註： 1.係指兩側手術。 2.應用於手汗症治療時，禁止施行於未滿二十歲者。,第七節,凹陷性顱骨骨折之手術
83087B,10900,顏面神經減壓術 Facial nerve decompression 註： 1.一般材料費及特殊材料費，得另加計百分之一百四十四。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83088B,84082,顱底瘤手術 Skull Base Tumor Surgery 註： 1.適應症：腫瘤必須大於三公分以上，或是位於 C-P angle 部位 之腫瘤大於四公分以上。 2.申報時請附上術前以及術後之X 光片。 3.一般材料費及特殊材料費，得另加計百分之六十五。 4.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83089B,8497,—上臂、前臂、大腿、小腿處之神經,第七節,凹陷性顱骨骨折之手術
83090B,8016,—手、足的神經,第七節,凹陷性顱骨骨折之手術
83091B,21790,—上臂、前臂、大腿、小腿處之神經,第七節,凹陷性顱骨骨折之手術
83092B,21546,—手、足的神經,第七節,凹陷性顱骨骨折之手術
83093B,13182,—上臂、前臂、大腿、小腿處之神經,第七節,凹陷性顱骨骨折之手術
83094B,10711,—手、足的神經,第七節,凹陷性顱骨骨折之手術
83098B,17694,－上肢肩、下肢臀關節以上，包括腦神經的轉移,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83099B,8848,－上肢腕、下肢足踝關節以上，神經的轉移,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83100B,4423,－上肢腕、下肢足踝關節以下，神經的轉移,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83103B,15234,脊髓刺激器暫時性植入手術 Spinal cord stimulator temporary implantation 註： 1.適應症：下列疾病之慢性疼痛病人並經專科醫師以藥物及非藥 物治療（復健等非侵入性處置及微創疼痛介入性治療，例如： 脊椎注射止痛藥物、高頻熱凝療法、脈衝式射頻等）六個月仍 未改善，且經臨床心理師或精神科醫師完成心理評估者： (1)脊椎手術後疼痛症候群（Falled back surgery syndrome）。 (2)因外傷導致的複雜性局部疼痛症候群（Complex regional pain syndrome）。 (3)脊神經蜘蛛膜炎（Arachnoiditis）。 (4)神經根病變（Radiculopathy）。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83104B,17755,脊髓刺激器永久植入手術 Spinal cord stimulator permanent implantation 註： 1.經「脊髓刺激器暫時性植入手術」疼痛改善達臨床上有意義之 程度。 2.須事前審查。 3.不得同時申報項目：83002C、83003C、32026C。 4.經台灣麻醉醫學會及社團法人台灣神經外科醫學會核發認證之 神經外科、麻醉科專科醫師執行。 5.含一般材料費，得另加計百分之二十三。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
83105B,7174,永久性刺激器電池更換術 註：限植入永久脊髓刺激器者(含「脊髓刺激器永久植入手術」項 目實施前之病人)。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84001C,2663,耳介膿瘍或血腫切開引流術 I & D for auricle abscess or hematoma,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84002C,140,外耳道異物除去術，使用耳道鏡 Ear canal foreign body removal with otoscope,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84003C,1360,"外耳道異物除去術，使用耳道鏡，並有麻醉 Ear canal foreign body removal, with otoscope, under anesthesia",第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84004C,850,T.D.傳統耳膜切開術 Myringotomy with T.D. plunger,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84005C,3405,耳前瘻管或囊腫切除術 Excision of preauricular fistula or cyst,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84006C,840,外耳道普通創傷縫合術 Suture of ear injury,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84007C,2316,顯微鏡／內視鏡下鼓膜切開術 Myringotomy under microscope or telescope,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84008B,4000,外耳道腫瘤顯微鏡切除術 Removal of external ear tumor (microscope),第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84009B,12252,外耳道惡性腫瘤切除術 Removal of external ear malignant tumor,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84010B,10560,外耳道閉鎖症手術 Meatoplasty & canaloplasty,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84011B,10560,外傷性耳成形術 Traumatic otoplasty,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84012B,9528,外耳道成形術 Ear canal plastic operation,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84013B,7800,耳膜成形術 Myringoplasty 註：不分手術方式,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84014B,4481,"中耳耳茸摘出術 Polypectomy, middle ear",第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84015B,4657,顯微鏡下鼓膜切開術，併鼓室通氣管插入 Myringotomy with ventilation tube insertion Under microscope,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84016B,5202,鼓室探查術 Exploratory tympanotomy,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84017B,5930,鼓膜成形術 Myringoplasty 註：包括植皮(including skin graft)在內,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84018B,11522,－ 不包括乳突鑿開術 without mastoidectomy,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84019B,15000,－ 包括乳突鑿開術 with mastoidectomy,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84020B,11360,聽小骨重建術 Ossiculoplasty,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84021B,7250,－ 簡單式 simple 註：84021B一般材料費及單次使用鑽頭，得另加計百分之九十六。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84022B,9470,－ 修正式 modified,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84023B,17226,耳性顱內合併症手術 Intracranial operation otologically,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84024B,15395,耳性硬腦膜外膿瘍切開術 Drainage of otogenic epidural abscess,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84025B,10196,鐙骨截除及修補 Stapedectomy with prosthesis,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84026B,5455,鐙骨鬆動術 Stapes mobilization,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84027B,2665,耳後瘻孔縫合術 Suture of postauricular,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84028B,11256,內耳全摘除術 Transtympanic transmastoid labyrinthectomy,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84029B,9720,內淋巴囊減壓術 Endolymphatic sac decompression,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84030B,11364,迷路開窩術 Labyrinthotomy,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84031B,10597,迷路切除術 Labyrinthectomy 註：包括乳突鑿開術(including mastoidectomy)在內。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84032B,34020,聽神經腫瘍切除術（經耳的） Translabyrinthine acoustic neuroma excision,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84033B,15216,"顳骨錐部切除術 Petrouectomy (apicectomy, petrous)",第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84034B,35241,顳骨全切除術併乳突鑿開術 Temporal bone resection with mastoidectomy,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84035B,8780,耳病性暈眩手術 Sacculotomy for Meniere's disease,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84036B,7410,半規管造窗術 Fenestration of semicircular canals,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84037B,18780,耳再接手術 Replantation of ear 註： 1.限外耳完全斷裂行顯微手術者申報。 2.外傷性耳成形術請按84011B申報。,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
84038B,20250,人工電子耳手術(人工耳蝸植入術) 註： 限設有聽語復健治療團隊(包括耳鼻喉科專科醫師或復健專科醫 師、聽力師、語言治療師等)之醫院申報，施行本項適應症如下： 1.兒童(未滿十八歲)： (1)兩耳聽力損失呈≧90dB HL ( 0.5、l、2、4K Hz）。 (2)先前使用助聽器三至六個月以上，助聽後開放式語言測試得 分（Speech perception score）＜50%，或是噪聲下語詞測驗 得分（Word recognition score）＜30 %。 (3)無手術植入電極之禁忌。 2.成人： (1)學語後失聰且兩耳聽力損失呈≧70dB HL ( 0.5、1、2、4K Hz）。 (2)先前使用助聽器六個月以上，助聽後開放式語言測試得分,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
85001C,6783,眼球剜出術 Enucleation,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
85002C,5946,眼球內容物剜除術 Evisceration of eyeball,第七節,(1)病歷應記載清楚、詳實及病史完整。須有理學檢查、術前術
85003C,5099,－ 鞏膜穿孔 scleral perforation,第七節,眼球傷口之修補
85004C,4923,－ 角、鞏膜穿孔 corneoscleral perforation,第七節,眼球傷口之修補
85201C,2829,角膜切開術 Keratotomy,第七節,眼球傷口之修補
85202C,1516,角膜穿刺 Paracentesis,第七節,眼球傷口之修補
85203C,2491,"翼狀贅肉簡單切除合併角膜切除 Excision pterygium, simple with keratectomy 註：包括粘膜或皮膚移植(including membrane or skin graft) 在內。",第七節,眼球傷口之修補
85204C,4073,"翼狀贅肉複雜切除合併角膜切除 Excision pterygium, complicated with keratectomy 註： 1.包括粘膜或皮膚移植(including membrane or skin graft) 在內。 2.報費用應檢附同側半邊眼部及眼球之照片。",第七節,眼球傷口之修補
85205C,841,角膜縫線拆除術（顯微鏡下） Removal of corneal stitches under microscope,第七節,眼球傷口之修補
85206C,3700,角膜縫合術 Suture of cornea,第七節,眼球傷口之修補
85207C,1587,角膜周邊結膜切開術 Peritomy,第七節,眼球傷口之修補
85208B,1325,角膜鞏膜緣環鑽術 Trephining corneosecleral,第七節,眼球傷口之修補
85209C,1163,角膜崁頓異物摘除 Removal of corneal embedded foreign body,第七節,眼球傷口之修補
85210C,3930,角膜切除術 Keratectomy,第七節,眼球傷口之修補
85211B,10560,表層角膜晶體移植術 Epikeratophakia,第七節,眼球傷口之修補
85212B,10560,板層角膜移植術 Lamellar keratoplasty 註： 1.一般材料費及特殊材料費，得另加計百分之一百零八。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,眼球傷口之修補
85213B,14868,穿透性角膜移植術 Penetrating keratoplasty 註： 1.一般材料費及特殊材料費，得另加計百分之一百。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,眼球傷口之修補
85214C,5760,輪部移植術 Limbal transplantation,第七節,眼球傷口之修補
85215B,17740,深層前角膜移植 Deep Anterior Lamellar Keratoplasty 註： 1.一般材料費及特殊材料費，得另加計百分之六十七。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,眼球傷口之修補
85217B,16478,角膜內皮移植（使用已分離之角膜） Descemet's Stripping Automated Endothelial Keratoplasty with precut cornea 註： 1.一般材料費及特殊材料費，得另加計百分之五十三。 2.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,角膜內皮移植
85401C,4346,前房異物取出術 Removal of foreign body in anterior chamber,第七節,角膜內皮移植
85402C,1646,診斷性前房水抽吸 Diagnostic aspiration aqureous,第七節,角膜內皮移植
85403C,2381,"前房穿刺治療玻璃體脫出 Paracentesis, anterior chamber for vitreal prolapse",第七節,角膜內皮移植
85404C,3130,前房隅角穿刺 Goniopuncture,第七節,角膜內皮移植
85405C,5892,前房角切開術 Goniotomy,第七節,角膜內皮移植
85406C,1480,前房空氣注入術 Air injection into anterior chamber,第七節,角膜內皮移植
85407C,3429,眼前房血塊清除 Removal of hyphema paracentesis,第七節,角膜內皮移植
85601C,4790,"青光眼鞏膜切開術 Sclerotomy, for glaucoma",第七節,角膜內皮移植
85602B,2460,艾利阿特氏手術 Elliot's operation,第七節,角膜內皮移植
85604B,5436,"後鞏膜切開術併液體吸出 Sclerotomy, posterior, with drainage of fluid",第七節,角膜內皮移植
85605B,6858,"後鞏膜切開術，合併磁鐵吸除眼異物 Sclerotomy, posterior, with removal of intraocular foreign body by magnetic extraction",第七節,角膜內皮移植
85606B,7337,"後鞏膜切開術，非磁性吸除眼異物 Sclerotomy, posterior, with removal of intraocular foreign body by nonmagnetic extraction",第七節,角膜內皮移植
85607B,11232,"眼球穿傷，鞏膜任何方式切除及修復 Perforating injury of eye ball, any type of scleral repair.",第七節,角膜內皮移植
85608B,11540,"鞏膜切除併植入或扣壓 Resection, scleral, with graft or buckling",第七節,角膜內皮移植
85609B,4079,鞏膜覆蓋術 Sclera graft,第七節,角膜內皮移植
85610B,1227,鞏膜表面異物除去術 Removal of scleral surface foreign body,第七節,角膜內皮移植
85611B,3756,鞏膜切除術 Sclerectomy,第七節,角膜內皮移植
85801C,2898,虹膜切開術 Iridotomy 註：虹膜角膜切開術(iridosclerotomy)比照申報。,第七節,角膜內皮移植
85802C,6930,虹膜粘連分離術 Synechiotomy (iridodialysis),第七節,角膜內皮移植
85803C,3290,睫狀體冷凍治療 Cyclocryotherapy,第七節,角膜內皮移植
85804C,3290,睫狀體透熱法 Cyclodiathermy 註：一般材料費及單次使用虹光雷射(探頭)，得另加計百分之三 百十七。,第七節,角膜內皮移植
85805C,7441,小樑切開術 Trabeculotomy under microscope,第七節,角膜內皮移植
85806C,6939,小樑切除術 Trabeculectomy under microscope 註：包括周邊虹膜切除術(peripheral iridectomy)。,第七節,角膜內皮移植
85807C,3629,光學性虹膜切除術 Optical iridectomy 註：扇形虹膜(sector iridectomy) 比照申報。,第七節,角膜內皮移植
85808C,2951,周邊虹膜切除術 Peripheral iridectomy,第七節,角膜內皮移植
85810C,4733,虹膜鉗頓術 Iridencleisis for glaucoma,第七節,角膜內皮移植
85811B,6985,角鞏膜虹膜切除術 Corneoscleral iridocyclectomy 註：虹膜鞏膜切除術(iridosclerectomy)比照申報。,第七節,角膜內皮移植
85812C,5450,虹膜斷裂之復原 Repair of iridodialysis,第七節,角膜內皮移植
85813C,4680,睫狀體分離術 Cyclodialysis 註：睫狀體切開術(ciliarotomy) 比照申報。,第七節,角膜內皮移植
85814C,9130,全虹膜切除術 Complete iridectomy,第七節,角膜內皮移植
85815C,2480,"虹膜燒灼 Cauterization, iris",第七節,角膜內皮移植
85816B,6780,虹膜囊腫切除術 Iridocystectomy,第七節,角膜內皮移植
85817C,5650,虹膜牽張術 Iridotasis stretching of iris,第七節,角膜內皮移植
85818C,4204,虹膜成形術：固定戳穿（顯微鏡下手術） Iridoplasty fixation transfixation (microsurgery) 註：屬西醫基層總額部門院所，除山地離島地區外，限由專任醫 師開立處方及執行始可申報。,第七節,角膜內皮移植
85820B,6264,睫狀體脫出部份之切除 Ciliarybody excision of prolapse,第七節,角膜內皮移植
85821B,2989,睫狀體活體切片 Ciliary body biopsy,第七節,角膜內皮移植
85822B,3161,前粘連分離術 Division of synechiae,第七節,角膜內皮移植
85823B,9168,青光眼導管置入術 Glaucoma tube shunt surgery,第七節,角膜內皮移植
86001C,3500,膜性白內障切開術 Discission of membranous cataract under microscope,第七節,角膜內皮移植
86002C,4884,白內障線狀摘出術 Linear extraction for cataract,第七節,角膜內皮移植
86005C,4884,白內障切囊術 Capsulectomy for cataract,第七節,角膜內皮移植
86006C,4488,水晶體囊切開吸引術 Lens capsulotomy and aspiration of lens under microscope,第七節,角膜內皮移植
